AgeGroup,Gender,ActionCount,ActionSequence,GradedScore,ResponseTime,LiteracyScore,NumeracyScore,Country
20-24,Female,20,0.42308700633411234,0,176104,235.77903,248.07321,US
35-39,Male,26,0.6649238115406049,7,109158,189.31286,281.60328,UK
20-24,Female,15,0.053251539097058376,7,286345,234.76649,219.25924,UK
20-24,Female,3,0.05579221016977142,7,120242,235.52973,178.27163,UK
40-44,Female,5,0.14934490984624121,7,127705,236.69754,227.77949,UK
35-39,Female,19,0.3110635272292574,0,65725,219.27769,233.46829,US
30-34,Female,20,0.5205974667207802,7,247020,226.36734,264.16894,UK
35-39,Male,32,0.6520365510303217,0,213770,300.41191,223.2945,US
45-49,Male,3,0.0004843649437064275,7,3484,208.6853,211.94998,UK
40-44,Male,22,0.33997815261407494,0,110481,264.04522,294.6389,US
20-24,Male,18,0.617039311472958,0,219411,331.26074,335.27514,US
45-49,Male,47,0.9780215846195659,0,203974,301.7799,294.63829,US
16-19,Male,27,0.2899815540100685,0,108858,231.19228,253.51588,US
16-19,Female,17,0.11263574799014564,0,116090,276.5951,208.97996,US
55-59,Male,16,0.1688874045393732,0,464009,319.22086,326.62137,US
30-34,Female,5,0.06474504100094097,7,3484,159.86995,209.74218,UK
20-24,Male,14,0.2651381461074739,7,155339,267.21864,210.42739,UK
45-49,Female,32,0.054866396000296094,0,200867,179.32368,193.11471,US
16-19,Male,24,0.6780003828811718,1,191086,272.0693,251.08681,US
16-19,Male,15,0.07819013701665467,0,149850,302.5702,265.60787,US
16-19,Male,30,0.59171090635977,0,188246,266.16863,284.09778,US
40-44,Male,18,0.12862531669083327,1,167057,299.06255,293.33917,US
30-34,Male,19,0.1335556824711236,7,111110,250.05251,129.01949,UK
30-34,Male,28,0.632796645910876,0,233650,320.89841,281.9086,US
25-29,Female,33,0.9877816093239841,7,222328,292.37449,277.40596,UK
60-65,Male,24,0.5570078667604218,1,75872,208.39606,286.07427,UK
35-39,Female,19,0.30439005880021375,0,133387,194.41328,213.5684,US
55-59,Female,26,0.44796796104195985,1,129765,294.77037,282.21472,US
50-54,Female,20,0.3250237825090752,1,177669,239.82871,285.75775,US
45-49,Female,14,0.31227271070016943,0,251301,311.11585,225.34061,US
60-65,Female,26,0.5339743380973767,7,338037,236.13177,252.0544,UK
40-44,Male,5,0.19359316497762039,7,202001,210.0057,264.68157,UK
25-29,Female,30,0.8229613140004333,1,278590,316.78585,247.70166,UK
40-44,Female,18,0.43168911251163966,1,195434,239.19914,219.85451,UK
35-39,Female,18,0.6167010484687607,0,339861,258.09079,205.69062,US
60-65,Female,23,0.7227690746793957,1,127450,241.97911,307.1208,US
20-24,Male,26,0.7993893738751321,7,223082,235.05066,237.47857,UK
20-24,Female,24,0.5705892220197669,7,167351,346.77441,283.45359,UK
45-49,Male,21,0.15026364734264366,0,68160,218.63897,239.62725,US
35-39,Male,34,0.5354950695142534,0,133707,328.33549,332.82467,US
30-34,Female,16,0.27200135443398443,7,178348,267.36086,246.55249,UK
50-54,Male,28,0.7715175578430632,1,309695,269.16517,293.69861,US
20-24,Female,19,0.16703342610159502,7,203319,255.80162,259.75067,UK
25-29,Female,17,0.43513816542434847,7,196322,256.70412,289.25799,UK
20-24,Female,25,0.5743391528464392,1,151613,331.96046,280.07734,US
60-65,Female,33,0.6121010033150348,7,170329,322.94112,298.70072,US
55-59,Female,23,0.450828890180916,1,234579,332.858,315.85696,UK
60-65,Female,18,0.27158406546828706,1,237785,316.84608,287.78348,US
55-59,Male,22,0.6074679785772243,1,150274,258.89687,281.2419,UK
30-34,Female,20,0.5538342303018047,0,142121,290.76604,282.42734,US
16-19,Male,36,0.8953191051456899,1,259587,238.55551,234.53792,UK
30-34,Female,5,0.15977411419437337,7,3484,207.50404,150.50736,UK
30-34,Female,20,0.4657289525620264,1,135090,307.67631,319.54448,US
16-19,Female,29,0.769893926363424,1,119834,253.18162,284.57848,UK
50-54,Female,18,0.3361570986830744,7,272325,232.91782,257.68898,UK
20-24,Female,26,0.549422537990055,0,114149,257.42931,243.80733,US
50-54,Male,44,0.4639058130897002,0,299558,267.39739,189.36265,US
55-59,Male,29,0.8638503719316679,7,567692,324.70052,320.79125,UK
30-34,Female,23,0.9110903455170994,7,304402,303.56122,233.22442,UK
45-49,Female,29,0.36869501655313325,1,184833,267.64018,229.44864,US
55-59,Female,17,0.3312026123345948,7,284044,216.4103,295.97855,UK
45-49,Female,36,0.49205398461961125,0,167426,322.04295,282.34691,US
50-54,Male,17,0.3128955587134968,7,109437,190.32784,367.95899,UK
20-24,Female,18,0.2131621597544558,0,136043,308.20805,276.81512,US
35-39,Female,3,0.0004843649437064275,0,26710,155.00557,138.00891,US
35-39,Male,37,0.9517939330915005,7,352407,314.20856,261.56222,UK
35-39,Male,30,0.7831739618139446,1,327609,284.04832,270.02133,UK
50-54,Male,3,0.05003663519242187,7,18093,157.12351,130.6034,UK
35-39,Female,17,0.5397116088671031,1,106355,283.38927,274.53711,US
50-54,Female,27,0.464447596011978,1,233206,216.6219,279.1433,US
60-65,Female,18,0.4664861622863634,7,233334,241.94675,228.23351,UK
60-65,Male,30,0.857887772776612,1,141293,325.72246,321.77848,US
16-19,Female,37,0.7299633389727171,0,307736,234.04423,159.44967,US
30-34,Female,28,0.6735597879778132,7,206133,293.61505,309.5535,UK
50-54,Male,35,0.7300426429333087,1,169354,312.45862,373.85103,UK
50-54,Male,18,0.5746045539624447,0,254465,285.3449,283.82669,US
20-24,Female,19,0.3751953669466398,1,187286,267.46166,267.03802,UK
25-29,Male,18,0.19272611475013554,1,231048,308.03515,314.89234,US
35-39,Female,20,0.23168539386655834,0,233187,290.66521,338.08943,US
50-54,Male,23,0.8580656170729891,1,181097,319.70797,278.09317,US
55-59,Female,3,0.3284718111159737,0,3484,186.06516,239.58693,US
40-44,Female,24,0.7851209498302039,0,213475,290.52604,251.77698,US
20-24,Male,29,0.2342711699793757,7,206325,179.86488,191.81431,UK
20-24,Male,19,0.31618991065827595,0,138022,367.03419,342.95089,US
50-54,Male,28,0.580825185137215,1,293523,229.17731,286.35628,UK
16-19,Female,26,0.5781679387391273,7,80033,237.09009,259.95502,UK
25-29,Female,17,0.48074153789182344,1,142940,335.08646,246.8659,US
45-49,Male,19,0.36488472543029754,7,205747,217.68389,232.19784,UK
40-44,Female,24,0.5352979931066578,1,212337,278.97598,244.2959,UK
40-44,Female,19,0.6806780171782582,0,132856,275.09107,243.17589,US
45-49,Female,6,0.4245628684016767,7,92501,270.22395,268.00243,UK
35-39,Female,3,0.07442357364388166,7,9494,156.23972,231.9265,UK
25-29,Female,32,0.5830559980198301,1,128594,271.59576,288.87885,UK
50-54,Female,3,0.1718496693419378,7,97309,198.3334,221.78917,UK
45-49,Male,31,0.4929866995178236,7,147991,234.84246,294.75476,UK
35-39,Male,24,0.4395693471667623,1,113129,341.66073,346.16705,UK
25-29,Female,28,0.15095775552824153,7,520156,198.1378,200.63029,UK
60-65,Female,21,0.26312936876121296,1,107418,331.32072,294.2289,US
50-54,Female,27,0.5614093159069213,1,316840,302.35838,324.84301,US
35-39,Male,26,0.5901959912791301,0,199827,208.0021,210.28662,US
40-44,Female,17,0.3491768613943924,7,132747,245.71063,291.15788,UK
16-19,Female,15,0.4199462296781348,1,305012,340.38627,267.60199,US
16-19,Male,21,0.5474247291826836,0,138233,286.77426,202.51619,US
60-65,Male,19,0.21138668296733135,7,159832,250.69795,218.52304,UK
35-39,Female,32,0.7429583338265171,1,241790,324.06268,312.01674,UK
35-39,Male,25,0.25514537774769797,7,198992,188.72391,206.22318,UK
35-39,Male,18,0.387710585421731,7,199111,340.12302,306.87432,UK
16-19,Female,36,0.8773699779037729,7,183484,245.62824,230.90535,UK
45-49,Female,19,0.29462663479763324,7,202944,230.67037,251.30721,UK
35-39,Female,39,0.8333544262112076,1,366019,292.74181,292.02908,UK
20-24,Female,23,0.3613930700148844,0,144884,308.09282,309.57051,US
35-39,Female,21,0.7767371043093555,0,111893,301.99419,280.91703,US
40-44,Female,20,0.2435283287619665,0,144237,223.30067,189.60195,US
35-39,Female,16,0.34548610988122097,0,139938,322.26983,334.91313,US
30-34,Female,25,0.3100596902965486,7,157499,263.71606,288.76752,UK
50-54,Male,33,0.9137134711903008,1,268265,278.75492,229.92827,US
30-34,Female,29,0.5667162077887357,1,194737,294.23162,272.05843,UK
35-39,Female,16,0.12629882433691986,0,121255,240.61177,247.67863,US
55-59,Female,33,0.6400253071497312,1,227362,291.08664,332.65152,UK
35-39,Male,22,0.48749615310167616,7,150809,279.1505,290.405,UK
50-54,Male,3,0.14517857363384737,7,68937,256.71174,237.2156,UK
30-34,Female,34,0.563114991559811,7,135597,251.14746,186.32963,UK
40-44,Female,18,0.41211528854717183,1,101581,288.5549,305.735,US
55-59,Male,22,0.32211533874834797,1,457483,271.92672,205.48095,UK
20-24,Male,21,0.6149095741952011,1,357291,281.11472,332.5178,UK
45-49,Male,5,0.11258981264508768,7,3484,219.54162,186.83275,UK
35-39,Female,31,0.6401356322558178,1,723193,263.67702,314.56626,UK
35-39,Female,20,0.47693244001612306,1,340846,314.15957,219.63645,US
20-24,Female,22,0.35932395685431523,0,93708,207.98996,191.39623,US
25-29,Female,26,0.7147807335785558,1,67389,234.68346,258.93008,UK
60-65,Female,36,0.889472091755854,1,278770,254.04929,255.37676,US
16-19,Female,24,0.6707662453270637,1,192581,265.78464,277.81172,US
16-19,Female,24,0.6153910649328062,1,143261,239.44707,283.6561,US
60-65,Male,19,0.3493808686261069,0,189705,200.45101,213.69212,US
55-59,Female,3,0.4255268228837955,1,196363,197.08588,297.51846,UK
20-24,Female,17,0.5922443189767451,7,176243,305.64957,279.598,UK
55-59,Male,29,0.8901383557190251,1,253862,321.26962,288.91772,US
30-34,Female,31,0.8792475474004712,1,297402,307.133,295.46692,US
20-24,Female,6,0.18598614449961448,7,3484,218.85698,257.89483,UK
40-44,Male,28,0.8827544639581164,1,197352,299.50707,326.22682,US
20-24,Female,20,0.40628245525571927,7,188799,177.33989,161.19898,US
20-24,Female,21,0.37850181298431196,0,200722,327.15813,241.56261,US
30-34,Female,32,0.8029286617622455,7,119133,329.78837,244.79324,UK
45-49,Male,47,0.932417126308963,0,332040,288.3912,228.61373,US
60-65,Female,25,0.49622549509210706,1,75381,245.37693,281.4967,UK
30-34,Male,29,0.5743909618283773,0,119292,288.19643,296.97672,US
20-24,Female,35,0.9595696121036628,0,114571,332.83514,314.69383,US
45-49,Male,6,0.0004843649437064275,7,3484,227.44209,234.1287,US
50-54,Male,28,0.8049377818679144,1,264155,261.80318,320.30588,US
45-49,Female,20,0.4724812105660929,1,185259,273.59383,210.47294,UK
25-29,Female,16,0.38081986574357657,7,242819,271.24628,305.10985,UK
50-54,Female,16,0.4254765378156235,0,171220,207.49869,240.85796,US
20-24,Female,27,0.48262815995191977,1,206048,305.6954,273.04284,UK
35-39,Female,18,0.22445465880428184,0,112500,287.8256,182.62042,US
60-65,Male,27,0.29421614648533573,1,117083,271.27167,241.35818,US
35-39,Female,15,0.48926297364673776,7,222898,266.75555,222.8295,UK
35-39,Male,22,0.3389716485122264,0,87202,271.20614,225.54326,US
55-59,Male,4,0.0004843649437064275,7,3484,146.82011,212.39138,UK
25-29,Male,17,0.2550519010873974,0,141341,244.38218,249.96637,US
45-49,Male,39,0.9661948208089797,0,313498,310.61395,269.16178,US
20-24,Male,20,0.5062140287027511,7,205049,215.03953,224.81158,UK
50-54,Female,29,0.6299829517175801,1,337230,250.30736,285.17033,US
20-24,Female,3,0.16005641236536897,7,3484,211.80963,203.84018,UK
60-65,Female,28,0.49343097005508796,1,392982,320.07291,276.97157,UK
55-59,Female,21,0.030821730835780672,7,149981,265.25031,268.79398,UK
60-65,Female,24,0.5446741357674602,1,157020,283.73719,247.37542,UK
30-34,Female,25,0.8065141945143375,7,133522,284.01986,309.58819,UK
40-44,Female,30,0.7935033741376215,1,236785,275.31744,276.74163,UK
40-44,Male,18,0.2633982259496529,1,231680,333.29371,284.80958,UK
45-49,Male,33,0.4124023714122333,1,201672,339.27589,289.26378,US
35-39,Male,26,0.5975252741054128,7,236637,227.00332,273.91029,UK
45-49,Female,21,0.21658553854094065,7,150765,320.08505,331.23663,UK
35-39,Male,41,0.9998227035662406,1,247159,358.7602,291.57055,UK
30-34,Male,3,0.013032512234421006,1,3484,202.11258,245.7545,US
60-65,Male,27,0.7203076661919184,0,287906,283.93781,309.39626,US
25-29,Male,26,0.7310241929295989,1,150019,253.44779,251.90277,UK
45-49,Female,19,0.515872255580385,0,142418,191.02733,247.77711,US
45-49,Male,26,0.3829522544751516,0,181509,217.20653,238.68681,US
60-65,Female,23,0.5508513907897863,7,200902,214.57787,244.09448,UK
20-24,Female,23,0.4049848629436018,0,150172,267.04719,224.27935,US
30-34,Female,57,0.9768016167547706,0,216192,333.25794,261.11775,US
45-49,Female,12,0.2622252088939403,7,257469,317.40036,289.45232,UK
40-44,Female,24,0.6130560367911736,0,207524,335.65876,287.75687,US
45-49,Female,15,0.2248404609744783,0,208701,244.05252,283.24683,US
40-44,Female,20,0.2730890829186001,7,418573,319.75839,300.61015,UK
60-65,Male,23,0.6576638600611207,7,192581,228.63082,237.81369,UK
55-59,Female,19,0.48463937358583276,7,146276,212.16785,201.61661,UK
40-44,Female,16,0.13279909968698544,7,182417,301.02116,205.18464,UK
20-24,Male,19,0.2860232673239445,0,110146,234.92819,170.14254,US
60-65,Female,16,0.5424193725278926,7,170912,323.62055,275.83441,UK
40-44,Female,4,0.17025947067593697,7,115376,224.28376,253.42631,UK
60-65,Male,3,0.0004843649437064275,7,8259,228.24351,192.18486,UK
60-65,Male,5,0.0918598748607772,7,35726,183.20907,219.9227,UK
30-34,Female,19,0.6703557529905246,1,148159,289.00914,283.21921,US
20-24,Female,19,0.3998204509993377,7,217521,233.37677,200.07528,UK
16-19,Female,15,0.29892452560260396,7,153747,281.15479,338.63734,UK
16-19,Female,25,0.8665375191671284,7,264800,234.09357,261.63239,UK
40-44,Male,19,0.37957729340762747,0,166992,297.96029,311.25275,US
30-34,Female,18,0.46931198288834847,1,151205,284.40704,181.3136,US
60-65,Male,16,0.23570244067731264,7,197166,202.12931,282.51395,UK
35-39,Male,29,0.823907310956066,7,176238,256.84152,275.40195,UK
20-24,Female,17,0.5135048220982178,0,160378,250.49441,268.42804,US
35-39,Male,3,0.1631694711846602,7,3484,194.94866,149.12223,UK
25-29,Male,29,0.6064033126359075,1,288246,378.33079,303.04625,UK
45-49,Male,18,0.40329161985408646,0,194612,326.31552,269.60765,US
50-54,Male,17,0.4105923655241522,7,205199,324.43929,325.13965,UK
60-65,Male,3,0.09186635627053963,7,20763,230.52106,197.83427,UK
45-49,Female,21,0.09837040272717254,1,187155,316.79289,339.12616,US
45-49,Male,41,0.4696551691909432,0,124650,181.58581,237.14095,US
40-44,Female,20,0.042466298724919395,0,80706,232.78271,275.56771,US
60-65,Male,16,0.3113261766919713,0,93692,230.19636,296.61161,US
20-24,Male,3,0.0004843649437064275,0,20215,227.44552,176.27226,US
35-39,Male,28,0.771918085387596,7,144117,250.03609,216.0004,UK
45-49,Male,68,0.9112839221776026,7,324757,251.97743,269.55373,UK
60-65,Female,33,0.89692663929828,0,212407,317.82033,346.15254,US
35-39,Female,19,0.4928448650306001,7,193186,354.83858,239.66156,UK
35-39,Male,14,0.12819895311361085,0,69909,160.81468,215.33796,US
30-34,Female,22,0.6159208860761455,1,176873,231.48832,225.50051,UK
30-34,Female,34,0.6745988451266289,1,264376,283.38658,277.75808,UK
45-49,Female,20,0.6464182988929582,1,142249,209.00536,197.34777,US
20-24,Female,19,0.39803149862652,0,99161,181.55197,184.15092,US
20-24,Female,28,0.5554474416687584,1,160605,334.92228,288.94067,UK
60-65,Male,29,0.5116302440028121,1,268484,346.05155,290.14293,US
40-44,Male,34,0.9224324891107422,1,250101,336.3287,290.8726,UK
30-34,Male,26,0.3401023122067144,1,214807,330.74824,351.41885,US
40-44,Male,16,0.3095152852179905,7,198931,349.30055,302.61577,UK
60-65,Male,20,0.5001887096360089,7,476305,271.75877,162.19715,UK
30-34,Female,15,0.8264362136137726,7,171539,283.91084,215.86577,UK
35-39,Female,15,0.23824338958022317,7,223813,293.17415,303.8303,UK
30-34,Female,29,0.6912819674856417,1,221117,272.69165,246.94202,UK
40-44,Female,5,0.022875129780255674,7,48245,201.43272,239.74202,UK
25-29,Female,21,0.3643036992743146,7,80396,244.24507,269.73645,UK
60-65,Female,20,0.5587687384115034,7,384741,246.43859,321.25966,UK
35-39,Female,15,0.5881920859994386,7,232264,324.67214,329.82103,UK
60-65,Male,41,0.7570293540168603,1,346184,318.13352,306.49141,UK
16-19,Female,25,0.661981761113632,0,26770,242.71282,223.4328,US
60-65,Male,21,0.43139036981535916,0,165610,250.79104,263.07311,US
50-54,Female,19,0.301998421610215,0,94863,346.47224,331.50402,US
25-29,Female,24,0.6101040543938119,7,211476,248.58751,253.74173,UK
35-39,Male,28,0.7055851788524771,1,139410,246.25515,251.43175,US
25-29,Male,16,0.7097859195782745,1,80893,303.72032,253.14632,UK
20-24,Male,21,0.6126407059889771,7,173489,265.05696,300.2692,UK
20-24,Male,20,0.4020509102776938,7,295741,203.49825,251.78315,UK
60-65,Male,18,0.6025059960512373,7,140877,263.57151,193.93637,UK
50-54,Female,30,0.9626548560122341,1,221033,293.69997,272.36884,UK
55-59,Male,5,0.0004843649437064275,1,57069,224.40254,148.05302,UK
35-39,Female,21,0.4612418299171206,7,320313,255.50452,196.07904,UK
30-34,Female,25,0.5618414564842095,1,128637,257.63642,249.42639,US
30-34,Female,19,0.24618784406991712,1,196232,302.69414,302.31761,US
60-65,Male,4,0.0004843649437064275,0,37857,196.90599,175.28044,US
40-44,Male,14,0.318504238801268,7,346198,344.56836,396.95403,UK
25-29,Female,15,0.23301951505341167,7,87715,289.57654,287.27893,UK
25-29,Female,22,0.7919467930107289,0,166010,330.80363,291.63246,US
30-34,Female,17,0.6324348407475378,1,189558,316.11094,313.29978,UK
20-24,Female,4,0.22868740482285466,7,155877,179.93896,196.74765,UK
45-49,Male,19,0.32376669324974855,1,399715,299.97693,278.83425,UK
35-39,Female,4,0.05586316389421022,0,44136,159.20505,159.73408,US
55-59,Female,4,0.4307921115740518,7,242222,230.24838,209.14749,UK
40-44,Male,33,0.4525063738950438,0,153073,218.16094,242.12517,US
35-39,Female,23,0.40442987587799645,7,34142,246.09538,207.57328,UK
30-34,Female,23,0.3239418370691123,0,164770,341.1723,340.45709,US
20-24,Female,27,0.3981043728703914,0,189218,258.82202,201.91916,US
45-49,Male,38,0.8700134017786413,1,400939,257.76656,203.96166,UK
55-59,Female,32,0.7861284714820486,1,261449,332.15373,320.40706,US
50-54,Male,32,0.9698360560771736,1,258054,337.62288,316.73356,US
50-54,Female,15,0.33139321803674837,7,204439,330.67749,344.79429,UK
16-19,Female,41,0.8544160525405008,1,504693,297.43767,288.40803,UK
45-49,Male,23,0.3185823778372735,1,130618,321.38671,326.56854,UK
40-44,Female,19,0.40253793007779204,0,181711,247.97367,275.60344,US
20-24,Female,30,0.6261476323321759,7,162598,284.23798,205.25389,UK
30-34,Female,21,0.5821020936918005,1,83175,330.87924,341.94611,US
35-39,Male,42,0.9711606908860213,1,354236,239.45364,271.96767,UK
30-34,Female,40,0.06493618597139253,7,95367,231.53487,230.53761,UK
16-19,Female,31,0.7738035250718449,1,124568,290.5529,304.29874,UK
20-24,Female,9,0.558775653609798,7,35071,178.54248,151.78045,UK
45-49,Male,23,0.5687249305981752,7,225034,226.51009,251.90803,UK
45-49,Male,23,0.38718987938899607,0,208683,309.10089,244.72678,US
55-59,Male,15,0.41635235356387107,7,267275,317.23895,276.43615,UK
60-65,Male,40,0.9842024540102143,1,566453,277.65733,316.35194,UK
50-54,Female,18,0.6357812880709223,7,176750,317.05387,185.32707,UK
45-49,Female,34,0.8240370749685991,0,235912,270.09574,226.03595,US
55-59,Male,50,0.5423513369724742,1,220286,268.66306,300.07015,UK
20-24,Female,27,0.17085721339273663,7,180389,187.2635,254.51362,UK
30-34,Female,22,0.5159258542830375,1,199729,267.84154,285.57335,US
20-24,Female,20,0.6005398633262176,7,149403,299.0501,262.85185,UK
35-39,Female,6,0.1514604237088675,0,3484,220.92774,209.41641,US
60-65,Female,28,0.6578654034748893,1,294155,295.86607,290.4908,UK
55-59,Male,20,0.13830439397192218,7,38481,187.68582,197.11021,UK
30-34,Male,22,0.4856552926797333,1,177358,325.51471,268.52976,UK
45-49,Female,4,0.07105791541017253,7,74026,251.13894,250.88102,UK
60-65,Female,17,0.18670680419893976,0,203108,262.37269,248.59849,US
45-49,Female,3,0.017428293884508117,7,18485,243.13239,238.55997,UK
50-54,Female,3,0.012487529454910107,0,3484,218.32601,225.55964,US
60-65,Female,27,0.5980389742796627,1,372461,240.55477,284.3545,UK
35-39,Female,28,0.29237900849840537,7,258318,239.02072,270.00147,UK
35-39,Female,58,0.8383449484242128,0,183488,311.99131,199.59067,US
60-65,Male,23,0.2605770757037279,0,218637,304.96572,295.23094,US
20-24,Female,25,0.7115331633481077,1,333943,259.28576,313.08593,US
55-59,Female,25,0.7775249334476835,7,402147,247.15535,275.61865,UK
60-65,Male,15,0.6281603561722382,1,247228,277.08114,297.06744,UK
45-49,Male,18,0.3342287546924928,0,142397,244.06841,180.42852,US
45-49,Female,30,0.5892125350919651,1,283860,317.83197,294.21834,US
45-49,Female,6,0.050201966720049784,7,87634,227.90606,207.56233,UK
45-49,Female,30,0.6631342699223126,1,222397,319.02847,252.62368,US
55-59,Female,39,0.7998787193407663,1,309393,232.49647,283.03859,US
20-24,Male,21,0.9836649968358657,0,206996,212.36443,208.54718,US
20-24,Male,16,0.30895565888098764,7,199575,286.4887,296.99662,UK
45-49,Male,33,0.6420410970925785,1,171151,346.61448,248.70851,US
20-24,Male,20,0.3476008196519533,7,181680,260.35198,225.82938,UK
16-19,Female,27,0.5696868789088231,1,165442,333.53102,288.1229,US
20-24,Female,18,0.2010777216087299,7,180865,255.68739,246.85827,UK
35-39,Female,6,0.3702088128319793,0,37677,236.67906,214.32978,US
20-24,Male,19,0.4459883514064724,0,207629,245.45983,237.4944,US
20-24,Female,19,0.4899887361248365,7,137055,184.88135,253.98134,UK
16-19,Female,34,0.6491773276127384,0,111628,233.56991,312.49509,US
40-44,Male,43,0.974860732417698,1,341881,352.92412,285.89677,UK
60-65,Male,27,0.6748521626182314,1,136663,309.97608,361.89163,UK
45-49,Female,18,0.29110758824107347,0,324030,320.23266,250.69607,US
30-34,Female,16,0.35398460543990695,7,110348,254.139,233.88893,UK
45-49,Male,37,0.6468644717076257,0,328662,309.05774,266.93802,US
45-49,Female,4,0.10102436556053258,7,11788,219.1571,179.51959,UK
50-54,Male,18,0.4381717750962826,7,100682,247.4348,256.55682,UK
60-65,Female,25,0.659934442743301,1,172563,343.14638,325.43824,US
45-49,Female,26,0.3785875198692802,0,225234,321.83091,257.67989,US
35-39,Female,19,0.7348539970410854,7,187290,311.80725,279.42854,UK
45-49,Female,5,0.0004843649437064275,0,3484,183.58474,235.96985,US
40-44,Female,33,0.8383555609843409,0,165521,248.56368,250.22699,US
45-49,Female,3,0.11085395678689502,7,7962,260.03132,165.04151,UK
45-49,Male,18,0.23658828326242348,7,112462,217.47731,173.10031,US
30-34,Female,33,0.872441365744776,1,179372,286.92185,297.99076,UK
60-65,Male,27,0.6264319423505935,1,236894,316.77128,266.86475,UK
40-44,Female,28,0.7156515071342218,1,182428,310.73087,265.80149,UK
45-49,Female,30,0.8005172186091851,0,361483,291.11353,263.16254,US
50-54,Female,20,0.1767186479888514,0,146044,316.45326,301.36369,US
20-24,Female,37,0.6014316642526759,7,218390,310.13934,265.68529,UK
45-49,Female,13,0.48460407969665487,7,311151,230.85618,264.35453,UK
35-39,Male,25,0.8606751407242651,1,308809,266.03076,247.38476,UK
20-24,Female,15,0.23681938679352488,1,110537,339.19732,311.94204,US
40-44,Male,26,0.5551000751197122,1,248193,265.62085,239.47815,UK
40-44,Female,6,0.1292127140778889,0,3484,231.15625,222.86919,US
35-39,Female,39,0.6001533918296997,7,357586,252.41386,309.27835,UK
60-65,Male,18,0.334130582844921,0,411794,249.50164,193.02857,US
30-34,Female,33,0.728853413887122,1,233522,295.35407,270.33457,US
20-24,Female,4,0.025784934747513227,0,3484,195.06372,228.68814,US
20-24,Female,18,0.13246033980408284,7,51224,248.49018,247.16836,UK
35-39,Male,19,0.38513246298984716,7,199667,313.3919,311.48876,UK
50-54,Female,21,0.5892111524427883,7,213483,267.9538,288.75345,UK
45-49,Male,38,0.9998227035662406,7,146120,315.35153,332.86698,US
45-49,Female,18,0.6392764738125436,0,307576,236.19515,241.71873,US
20-24,Female,18,0.4091003680975042,7,180482,206.3132,193.35389,UK
55-59,Female,20,0.6368250336016763,7,175424,203.40796,133.25847,UK
50-54,Male,17,0.3660208588112248,0,116630,198.06726,269.77743,US
30-34,Female,16,0.5795054218630747,0,115342,364.17517,323.37427,US
35-39,Female,38,0.910832858328788,7,668443,336.52944,273.07716,UK
30-34,Female,17,0.3320179563830622,1,188793,267.56329,294.28032,US
30-34,Female,30,0.7148109139842793,7,126774,251.91289,262.87724,UK
60-65,Male,22,0.32685851237659463,1,326324,316.65849,297.66921,UK
25-29,Female,20,0.569645075237886,7,215409,286.71088,239.79508,UK
30-34,Female,34,0.8589213308777186,1,251018,287.87406,188.1239,US
30-34,Male,30,0.7822381358004108,7,304129,266.85999,236.7694,UK
20-24,Female,16,0.3546449015885986,7,181733,300.93653,325.80077,UK
25-29,Female,14,0.40475647965932426,1,189612,328.31969,286.96035,US
55-59,Female,17,0.2677839944495846,1,242091,307.73939,337.68543,US
60-65,Female,37,0.6773968909872405,7,200415,238.45361,184.14373,UK
30-34,Female,19,0.5647841081498431,0,125568,270.86916,260.40032,US
35-39,Female,25,0.3639790920227694,1,124578,348.49783,277.74513,UK
30-34,Female,22,0.48759804675445884,0,256851,328.71776,318.69617,US
40-44,Male,24,0.7447676384894313,7,142498,188.70396,306.09541,UK
16-19,Female,26,0.4333085053079565,1,135591,296.18377,322.0109,UK
45-49,Female,5,0.06458479154681168,7,143891,190.69628,233.97558,US
20-24,Female,30,0.7441805264440491,1,172081,308.01767,286.74002,US
40-44,Female,16,0.27570097064110966,1,215381,327.08885,345.32964,UK
45-49,Male,24,0.6406552969053176,1,415604,270.798,269.12859,UK
35-39,Male,18,0.4213183722193001,7,162025,307.3487,308.54899,US
20-24,Female,31,0.3337714470077746,7,126632,212.27428,235.08865,UK
16-19,Male,19,0.36023136867429806,0,177608,293.47769,343.22546,US
35-39,Male,23,0.7198194283664533,7,233427,252.75616,182.7648,UK
45-49,Female,28,0.9056988743801061,1,227507,334.03318,292.79057,US
30-34,Female,19,0.2880247596075572,1,227485,334.59057,318.00224,UK
16-19,Male,22,0.7193243092806957,1,209492,282.37998,335.62563,US
30-34,Female,26,0.8449410129923248,0,299606,318.80158,271.41666,US
60-65,Female,25,0.5894896780004204,1,571510,230.61295,261.95285,UK
30-34,Female,3,0.0798567423771297,0,44982,219.0728,220.15271,US
16-19,Female,16,0.49524065031290443,7,131473,220.53255,234.53447,UK
30-34,Female,24,0.370691977415898,0,136505,250.57854,252.69177,US
60-65,Female,17,0.515459338146962,1,339196,232.07553,277.77128,UK
30-34,Female,20,0.44625912878338647,1,176820,238.82745,219.11653,UK
50-54,Female,30,0.8269377889140799,1,523096,315.08016,322.30245,UK
60-65,Female,23,0.6209679128401844,0,181340,265.53199,253.17816,US
35-39,Male,50,0.9193251679716373,0,292705,309.46269,280.94039,US
40-44,Female,38,0.5149002977447991,1,194056,295.21533,267.3237,US
45-49,Female,23,0.040633415466551075,0,175756,216.05899,228.66727,US
45-49,Male,22,0.1957244278816901,1,183208,252.11069,270.93868,UK
