"ID","AgeGroup","Gender","ActionCount","ActionSeq_Collapsed","GradedScore","ResponseTime","LiteracyScore","NumeracyScore"
1263,"55-59","Female",15,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",431838,225.47461,236.03653
1265,"50-54","Female",43,"START,TOOLBAR,TEXTLINK,TAB,TAB,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",234554,307.50209,292.08381
1267,"30-34","Female",3,"START,NEXT_INQUIRY,END","0",41019,185.90294,105.41987
1268,"45-49","Female",19,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",144194,351.37579,307.3604
1269,"25-29","Male",36,"START,TEXTLINK,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,TAB,TAB,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,BUTTON,BUTTON,NEXT_INQUIRY,END","1",182357,370.93698,341.33827
1286,"20-24","Male",18,"START,BOX_PRESS,TAB,TAB,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,CHECKBOX,BUTTON,NEXT_INQUIRY,END","0",130975,264.16406,259.24652
1288,"16-19","Male",40,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",190265,285.88007,242.00518
1289,"40-44","Male",28,"START,TOOLBAR,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",149417,229.1801,224.04901
1291,"60-65","Male",37,"START,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",300942,304.3492,305.50517
1294,"25-29","Female",21,"START,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",121670,349.6567,288.44932
1303,"20-24","Male",5,"START,TEXTLINK,COMBOBOX,NEXT_INQUIRY,END","0",66264,267.62354,250.05295
1304,"16-19","Male",40,"START,COMBOBOX,COMBOBOX,BUTTON,TOOLBAR_HISTORY_BACK,TAB,TAB,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",254935,311.22181,289.76357
1313,"16-19","Male",30,"START,TEXTLINK,COMBOBOX,COMBOBOX,TEXTLINK,TEXTLINK,BOX_PRESS,TAB,TAB,TOOLBAR,TAB,TOOLBAR_HISTORY_BACK,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",219544,291.45824,242.15211
1315,"16-19","Female",16,"START,TEXTLINK,TEXTLINK,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",204325,329.23818,313.63282
1316,"60-65","Male",26,"START,TEXTLINK,TEXTLINK,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",302093,256.30118,244.01104
1320,"40-44","Female",20,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","0",181526,256.26673,211.85688
1327,"55-59","Female",32,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",209441,317.73256,300.95208
1328,"16-19","Male",18,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,NEXT_INQUIRY,END","0",87425,155.85481,126.68498
1329,"60-65","Female",31,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",434966,244.69325,229.66753
1330,"60-65","Male",27,"START,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",232050,286.05729,291.25408
1333,"55-59","Female",32,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",216443,246.50006,254.62761
1339,"20-24","Female",25,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",120451,311.1497,263.27369
1351,"50-54","Female",23,"START,TEXTLINK,TEXTLINK,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",209084,307.43568,268.224
1352,"60-65","Male",27,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,GET_HELP,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","0",280661,311.15204,324.85962
1365,"35-39","Female",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",94487,243.42719,216.69587
1369,"55-59","Female",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","1",199756,339.3079,317.75222
1377,"40-44","Male",27,"START,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,TEXTLINK,COMBOBOX,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",240292,243.62636,236.006
1378,"50-54","Female",27,"START,COMBOBOX,COMBOBOX,TEXTLINK,TEXTLINK,TAB,MENU,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",260395,241.14547,244.0637
1386,"30-34","Female",7,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",23717,191.78507,102.68256
1389,"40-44","Male",31,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,INVALID_TYPE,NEXT_INQUIRY,END","0",317671,220.77026,223.90617
1399,"60-65","Female",21,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,TOOLBAR_HISTORY_BACK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",245286,275.69642,299.87561
1410,"40-44","Female",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",119248,299.48929,247.35707
1421,"55-59","Female",23,"START,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",176060,278.12441,268.36085
1432,"25-29","Male",38,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",211935,299.24566,306.25195
1434,"16-19","Female",32,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,NEXT_INQUIRY,END","1",262585,317.24317,278.56835
1435,"40-44","Female",17,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",162685,213.213,201.34692
1440,"16-19","Male",31,"START,BOX_PRESS,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",219417,317.65386,300.61945
1441,"35-39","Female",14,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",173997,260.44868,257.50548
1445,"55-59","Female",9,"START,COMBOBOX,BUTTON,BUTTON,TEXTLINK,TEXTLINK,CHECKBOX,NEXT_INQUIRY,END","0",577251,217.97204,178.28824
1450,"60-65","Male",31,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","1",222253,313.97155,266.3227
1457,"35-39","Male",16,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,TEXTLINK,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","0",471585,276.5268,212.08209
1465,"55-59","Male",35,"START,TEXTLINK,TEXTLINK,TOOLBAR_HISTORY_BACK,TAB,TOOLBAR_HISTORY_BACK,TAB,TEXTLINK,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,BUTTON,BUTTON,COMBOBOX,BUTTON,TAB,TAB,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",435811,284.56203,288.6729
1474,"55-59","Male",17,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",169967,320.58674,323.5934
1475,"40-44","Female",40,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TOOLBAR_HISTORY_BACK,TAB,TAB,BUTTON,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",402456,284.59921,282.01282
1487,"16-19","Female",31,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,TEXTLINK,TEXTLINK,COMBOBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",286865,291.83274,296.82335
1491,"30-34","Male",40,"START,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,COMBOBOX,TOOLBAR_HISTORY_BACK,CHECKBOX,CHECKBOX,TAB,TAB,TOOLBAR_HISTORY_NEXT,BUTTON,BUTTON,NEXT_INQUIRY,END","1",191144,277.96564,297.57972
1494,"16-19","Male",27,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",153874,300.66417,300.5193
1495,"25-29","Female",3,"START,NEXT_INQUIRY,END","0",8036,231.39745,194.29408
1506,"50-54","Male",29,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",231220,269.62315,257.42587
1508,"60-65","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",157653,252.818,203.97843
1511,"50-54","Female",39,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,TAB,TAB,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",245420,307.63509,297.11366
1512,"60-65","Female",18,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",123097,280.02643,265.10565
1516,"50-54","Female",15,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",152470,306.07533,266.6581
1517,"25-29","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,INVALID_TYPE,BUTTON,NEXT_INQUIRY,END","1",247683,273.73384,306.75395
1519,"35-39","Female",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",163443,276.36292,245.42336
1534,"35-39","Female",44,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,MENU,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","0",536964,205.67788,206.87382
1538,"55-59","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",174981,244.9204,249.11675
1541,"20-24","Female",35,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",191345,237.24786,176.2118
1545,"60-65","Female",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",117070,286.51007,272.31888
1546,"55-59","Female",5,"START,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","0",43673,268.46067,236.56158
1547,"50-54","Female",9,"START,TEXTLINK,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,NEXT_INQUIRY,END","0",108882,285.09456,282.24952
1548,"16-19","Male",27,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,GET_HELP,NEXT_INQUIRY,END","0",182070,268.88032,221.6867
1549,"45-49","Male",3,"START,NEXT_INQUIRY,END","0",46932,248.26448,235.43112
1555,"40-44","Female",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",122259,274.36122,278.09013
1560,"25-29","Female",12,"START,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,CHECKBOX,NEXT_INQUIRY,END","0",71734,208.25076,176.01495
1562,"30-34","Male",23,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",148406,324.64056,353.66717
1583,"35-39","Female",34,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,TEXTLINK,COMBOBOX,COMBOBOX,TEXTLINK,BUTTON,NEXT_INQUIRY,END_CANCEL,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",285254,297.62459,258.62325
1587,"35-39","Female",41,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,COMBOBOX,INVALID_TYPE,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END_CANCEL,NEXT_INQUIRY,END","1",134905,284.99551,279.39259
1591,"45-49","Female",5,"START,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","0",52090,238.21991,210.69916
1597,"16-19","Male",22,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",119723,316.50493,280.26763
1600,"30-34","Male",33,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,MENU,MENU,MENU,TOOLBAR_HISTORY_BACK,TAB,TAB,BUTTON,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","0",298377,239.84381,208.71704
1604,"60-65","Male",31,"START,TEXTLINK,COMBOBOX,BUTTON,BUTTON,TOOLBAR,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","0",264160,330.3552,293.95156
1613,"40-44","Female",14,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,NEXT_INQUIRY,END","0",88128,310.32532,259.14513
1614,"40-44","Male",31,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,TAB,TOOLBAR,TAB,COMBOBOX,COMBOBOX,TOOLBAR_HISTORY_ADD,TAB,TOOLBAR_HISTORY_BACK,TAB,BUTTON,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",430452,236.38143,189.257
