"ID","AgeGroup","Gender","ActionCount","ActionSeq_Collapsed","GradedScore","ResponseTime","LiteracyScore","NumeracyScore"
1254,"25-29","Female",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",201988,287.8926,281.78699
1256,"40-44","Female",52,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",284514,285.22668,293.78953
1268,"40-44","Female",58,"START,COMBOBOX,COMBOBOX,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_ADD,BUTTON,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR_HISTORY_NEXT,TOOLBAR,TOOLBAR_HISTORY_BACK,TOOLBAR,TOOLBAR,MENU,TOOLBAR,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,BUTTON,CHECKBOX,CHECKBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",571396,293.57903,275.97711
1274,"25-29","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,TOOLBAR_HISTORY_BACK,TAB,TAB,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",187679,259.09172,262.21933
1275,"40-44","Female",6,"START,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",249422,270.03961,246.58759
1279,"55-59","Male",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",202977,297.48154,348.88241
1285,"60-65","Female",24,"START,TEXTLINK,COMBOBOX,COMBOBOX,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",483152,279.21373,279.69255
1286,"50-54","Male",16,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",159768,205.16955,214.25288
1288,"35-39","Male",30,"START,COMBOBOX,COMBOBOX,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",170958,369.75302,330.19686
1290,"40-44","Male",17,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",225310,278.73887,280.72088
1292,"55-59","Female",31,"START,COMBOBOX,COMBOBOX,TEXTLINK,TEXTLINK,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,TOOLBAR,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",333982,316.2761,295.67442
1293,"60-65","Female",31,"START,TEXTLINK,COMBOBOX,BUTTON,BUTTON,TOOLBAR_HISTORY_BACK,COMBOBOX,COMBOBOX,BUTTON,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_NEXT,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",759191,275.52473,286.46485
1296,"25-29","Female",18,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",127999,204.83749,178.61962
1302,"20-24","Female",25,"START,COMBOBOX,COMBOBOX,BUTTON,TOOLBAR,TOOLBAR,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",139094,286.28859,285.28585
1305,"60-65","Male",9,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,NEXT_INQUIRY,END","7",148833,216.76687,194.47006
1308,"40-44","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",158926,222.52217,256.68729
1309,"20-24","Female",23,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TEXTLINK,BUTTON,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",165811,272.34848,276.32251
1317,"25-29","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",180655,260.44189,262.89914
1321,"45-49","Female",9,"START,COMBOBOX,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,NEXT_INQUIRY,END","7",33345,224.61427,246.47253
1322,"40-44","Male",5,"START,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","7",33451,154.27034,178.67141
1324,"20-24","Male",18,"START,TEXTLINK,TEXTLINK,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",117227,311.10446,328.08177
1325,"45-49","Female",20,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",374132,300.78855,299.58131
1326,"40-44","Female",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",174819,220.36468,192.51543
1327,"25-29","Female",20,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",166944,204.95543,226.8776
1328,"40-44","Female",19,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",206762,348.94429,331.52668
1332,"45-49","Male",25,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",194738,336.48308,301.08291
1335,"35-39","Female",50,"START,COMBOBOX,COMBOBOX,TEXTBOX_USE,COMBOBOX,COMBOBOX,TEXTBOX_USE,COMBOBOX,COMBOBOX,COMBOBOX,TEXTBOX_USE,COMBOBOX,TEXTBOX_USE,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,COMBOBOX,TEXTBOX_USE,COMBOBOX,COMBOBOX,TEXTBOX_USE,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,TEXTBOX_USE,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",203206,340.64515,296.57704
1337,"35-39","Male",17,"START,COMBOBOX,COMBOBOX,TAB,TAB,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",167347,320.94842,331.00956
1339,"60-65","Female",34,"START,TEXTLINK,HISTORY_ADD,TEXTLINK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TAB,TEXTLINK,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","1",340382,246.33216,265.36951
1343,"20-24","Female",35,"START,TAB,TAB,TEXTLINK,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TOOLBAR_HISTORY_BACK,TEXTLINK,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TEXTBOX_USE,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","7",168075,286.31857,301.39207
1347,"55-59","Male",29,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",175661,314.6164,329.59131
1350,"35-39","Male",32,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",194134,318.29692,308.34207
1360,"45-49","Female",30,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","1",316682,310.12905,287.71686
1361,"35-39","Male",26,"START,TOOLBAR,TOOLBAR,MENU,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",291009,336.69036,378.10985
1386,"25-29","Male",21,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",147820,294.68655,313.5073
1390,"30-34","Male",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",169059,244.79519,237.30007
1392,"50-54","Male",19,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",250891,323.94361,337.82339
1393,"45-49","Male",24,"START,TOOLBAR,TOOLBAR,TAB,TAB,TEXTLINK,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",233776,347.56324,338.88295
1395,"60-65","Female",15,"START,TOOLBAR,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",243720,233.23384,217.1145
1396,"30-34","Male",22,"START,COMBOBOX,TEXTLINK,COMBOBOX,TEXTLINK,BUTTON,BUTTON,TEXTLINK,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",137867,307.80269,310.09249
1398,"45-49","Female",24,"START,COMBOBOX,BUTTON,TEXTBOX_ONFOCUS,TEXTBOX_KILLFOCUS,BUTTON,TEXTLINK,COMBOBOX,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",304416,265.27727,247.30465
1401,"50-54","Male",3,"START,NEXT_INQUIRY,END","7",84303,211.44447,183.72711
1403,"40-44","Female",35,"START,TAB,TAB,TEXTLINK,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",347928,373.40989,297.04842
1407,"55-59","Female",19,"START,TAB,NEXT_INQUIRY,END_CANCEL,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",291604,276.99949,270.94893
1409,"60-65","Male",6,"START,COMBOBOX,COMBOBOX,BUTTON,NEXT_INQUIRY,END","7",76626,205.94615,221.82027
1417,"60-65","Male",21,"START,COMBOBOX,TEXTLINK,COMBOBOX,COMBOBOX,TEXTLINK,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",239493,230.05801,265.63314
1421,"60-65","Female",21,"START,COMBOBOX,COMBOBOX,COMBOBOX,TAB,TAB,TEXTLINK,TOOLBAR_HISTORY_BACK,TOOLBAR,TOOLBAR,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,BUTTON,TOOLBAR_HISTORY_BACK,TAB,TOOLBAR_HISTORY_NEXT,TAB,NEXT_INQUIRY,END","7",161661,276.70692,292.73369
1422,"25-29","Male",4,"START,TEXTLINK,NEXT_INQUIRY,END","7",56950,215.97049,230.38932
1426,"45-49","Male",28,"START,TEXTLINK,TEXTLINK,TAB,TOOLBAR,TOOLBAR,TOOLBAR,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",257446,266.85432,232.45406
1429,"60-65","Female",31,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,TOOLBAR,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",210878,321.38576,298.28207
1431,"30-34","Female",14,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",148821,215.00888,215.80504
1434,"50-54","Female",5,"START,COMBOBOX,COMBOBOX,NEXT_INQUIRY,END","7",8745,192.98516,183.94412
1437,"35-39","Female",23,"START,TEXTLINK,TOOLBAR_HISTORY_BACK,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",272633,242.64697,234.23315
1442,"40-44","Female",29,"START,TAB,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",408170,303.49674,258.51771
1446,"45-49","Male",20,"START,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",188481,216.25589,206.46044
1448,"25-29","Female",22,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,TAB,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","7",149389,235.5317,215.05387
1451,"50-54","Male",19,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",242337,316.46555,336.11136
1452,"55-59","Female",27,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",153906,299.08895,314.21241
1455,"40-44","Female",29,"START,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,TAB,TAB,TAB,TAB,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",257581,323.94154,297.27283
1460,"30-34","Male",14,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",126033,268.94643,279.25403
1461,"20-24","Female",29,"START,COMBOBOX,COMBOBOX,BUTTON,TOOLBAR,TOOLBAR_HISTORY_ADD,TAB,TAB,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",174491,284.71399,284.86365
1465,"35-39","Male",54,"START,TEXTLINK,TOOLBAR_HISTORY_BACK,TAB,TAB,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,TAB,TAB,TAB,TAB,BUTTON,BUTTON,NEXT_INQUIRY,END","1",313962,291.63697,271.78462
1479,"25-29","Male",22,"START,TAB,TOOLBAR,TAB,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",199561,330.34192,316.1638
1480,"30-34","Female",28,"START,TAB,TAB,TAB,TAB,TEXTLINK,TEXTLINK,TOOLBAR_HISTORY_BACK,COMBOBOX,COMBOBOX,BUTTON,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",167970,280.65831,284.63892
1481,"35-39","Female",27,"START,COMBOBOX,COMBOBOX,TEXTLINK,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,TAB,TAB,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_NEXT,TOOLBAR_HISTORY_BACK,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",307475,241.48231,236.36139
1490,"30-34","Female",28,"START,COMBOBOX,COMBOBOX,BUTTON,TOOLBAR,TOOLBAR,TAB,TAB,TOOLBAR,TOOLBAR,TAB,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,COMBOBOX,BUTTON,BUTTON,BUTTON,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","7",226620,328.26801,316.46053
1495,"35-39","Male",28,"START,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",162503,301.03137,281.44175
1496,"30-34","Male",23,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,TAB,TAB,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",245630,309.0282,246.6545
1497,"50-54","Female",35,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR,TOOLBAR,TAB,CHECKBOX,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,TAB,TAB,TAB,TAB,TAB,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",338868,254.9424,246.298
1498,"40-44","Female",21,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR,TOOLBAR,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,TAB,TAB,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",290960,289.17319,290.9983
1505,"20-24","Male",33,"START,COMBOBOX,COMBOBOX,BUTTON,TAB,TAB,TAB,TAB,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,BUTTON,BUTTON,TAB,TAB,TAB,TAB,COMBOBOX,TAB,TAB,COMBOBOX,TAB,TAB,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",170634,247.7251,272.87198
1507,"20-24","Male",26,"START,TAB,TAB,TEXTLINK,TAB,TAB,COMBOBOX,BUTTON,BUTTON,COMBOBOX,BUTTON,TAB,TAB,CHECKBOX,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,BUTTON,COMBOBOX,COMBOBOX,BUTTON,BUTTON,NEXT_INQUIRY,END","1",158584,372.78145,357.21007
1514,"40-44","Male",34,"START,COMBOBOX,COMBOBOX,BUTTON,BUTTON,TEXTLINK,COMBOBOX,COMBOBOX,BUTTON,TAB,TOOLBAR_HISTORY_BACK,TOOLBAR_HISTORY_BACK,TAB,CHECKBOX,TAB,TAB,CHECKBOX,TAB,TAB,CHECKBOX,CHECKBOX,CHECKBOX,BUTTON,BUTTON,COMBOBOX,COMBOBOX,COMBOBOX,BUTTON,BUTTON,BUTTON,BUTTON,BUTTON,NEXT_INQUIRY,END","7",291853,211.46476,221.36413
